   412	WARREN MILLS 	MICKEY'S MONKEY 	83 	28
   413	W.A.S.P. 	SCHOOL DAZE 	81 	28
   414	ROCKWELL 	TAXMAN 	88 	28
   415	PHYLLIS ST JAMES 	CANDLELIGHT AFTERNOON 	87 	28
   416	JANET KAY 	ETERNALLY GRATEFUL 	86 	28
   417	GLORIA GAYNOR 	STRIVE 	86 	28
   418	BARBRA STREISAND 	LEFT IN THE DARK 	85 	28
   419	AFRIKA BAMBAATAA 	FRANTIC SITUATION 	89 	27
   420	WHO 	TWIST AND SHOUT 	87 	26
   421	SHARON REDD 	YOU'RE A WINNER 	83 	26
   422	QUESTIONS 	BUILDING ON A STRONG FOUNDATION 	86 	26
   423	MUSICAL YOUTH 	SHE'S TROUBLE (SPECIAL NEW MIX) 	87 	26
   424	MIKE READ 	TELL ME I'M WRONG 	87 	26
   425	KENNY ROGERS AND DOLLY PARTON 	CHRISTMAS WITHOUT YOU 	88 	26
   426	GEORGE BENSON 	LATE AT NIGHT 	86 	26
   427	DEE C. LEE 	SELINA WOW WOW 	88 	26
   428	DEBBIE HARRY 	RUSH RUSH 	87 	26
   429	CHAS AND DAVE 	THERE IN YOUR EYES 	91 	26
   430	YAZOO 	ONLY YOU {1983} 	92 	25
   431	JOHN LENNON AND YOKO ONO 	STEPPIN' OUT 	88 	25
   432	CHIC 	CHIC CHEER 	81 	25
   433	STEVE LEVINE 	BELIEVIN' IT ALL 	84 	24
   434	SCANDAL FEATURING PATTY SMYTH 	THE WARRIOR FT PATTY SMYTH 	86 	24
   435	GIL SCOTT-HERON 	RE-RON 	89 	24
   436	CULT 	GO WEST (CRAZY SPINNING CIRCLE) 	90 	24
   437	COCTEAU TWINS 	SUNBURST AND SNOWBLIND 	86 	24
   438	WEST END 	HOT FOR ROCKING 	85 	23
   439	PALLAS 	EYES IN THE NIGHT 	87 	23
   440	O'JAYS 	EXTRAORDINARY GIRL 	87 	23
   441	LOTUS EATERS 	SET ME APART 	88 	23
   442	LAID BACK 	WHITE HORSE 	90 	23
   443	VARIOUS ARTISTS 	BBC SNOOKER THEMES EP 	90 	22
   444	VAN HALEN 	I'LL WAIT 	85 	22
   445	THOR 	THUNDER ON THE TUNDRA 	89 	22
   446	SHIRLEY BASSEY 	SOMETIMES 	86 	22
   447	IRENE CARA 	BREAKDANCE 	88 	22
   448	WANG CHUNG 	WAIT 	87 	21
   449	SOUL SONIC FORCE 	PLANET ROCK 	85 	21
   450	PALLAS 	SHOCK TREATMENT 	82 	21
   451	HAWKWIND 	NIGHT OF THE HAWKS 	86 	21
   452	DEAD OR ALIVE 	WHAT I WANT {1984} 	87 	21
   453	LUTHER VANDROSS 	I WANTED YOUR LOVE 	88 	20
   454	HANOI ROCKS 	UNDERWATER WORLD 	85 	20
   455	EVERTON FOOTBALL CLUB 	THE BOYS IN BLUE 	82 	19
   456	CAROL KENYON 	WARRIOR WOMAN 	91 	19
   457	BONNIE TYLER 	GETTING SO EXCITED 	85 	19
   458	ALIEN SEX FIEND 	DEAD AND BURIED 	91 	19
   459	VIRGIN DANCE 	DESIRE 	84 	18
   460	RUFUS AND CHAKA KHAN 	ONE MILLION KISSES 	86 	18
   461	PAUL GARDINER 	VENUS IN FURS 	89 	18
   462	NEW ORDER 	MURDER 	92 	18
   463	GENE CHANDLER 	I'LL MAKE THE LIVING IF YOU MAKE THE LOVING WORTHWHILE 	88 	18
   464	FLYING PICKETS 	SO CLOSE 	88 	18
   465	RICK JAMES 	YOU TURN ME ON 	89 	17
   466	KENNY ROGERS WITH KIM CARNES AND JAMES INGRAM 	WHAT ABOUT ME 	92 	17
   467	JAMES CAGNEY AND HUMPHREY BOGART 	THE GANGSTER SINGLE 	90 	17
   468	GREG LAKE 	I BELIEVE IN FATHER CHRISTMAS {1984} 	84 	17
   469	GIRL TALK 	CAN THE RHYTHM 	92 	17
   470	FAT LARRY'S BAND 	STRAIGHT FROM THE HEART 	88 	17
   471	CHRIS REA 	TOUCHE D'AMOUR 	86 	17
   472	MARC ALMOND 	TENDERNESS IS A WEAKNESS 	88 	16
   473	EVAN ROGERS 	SECRET LOVE 	90 	16
   474	BARRY MANILOW 	WHEN OCTOBER GOES 	85 	16
   475	THIS MORTAL COIL 	KANGAROO 	92 	15
   476	ROY WOOD AND WIZZARD 	I WISH IT COULD BE CHRISTMAS EVERY DAY 	86 	15
   477	RE FLEX 	PRAYING TO THE BEAT 	95 	15
   478	LOU REED 	I LOVE YOU SUZANNE 	78 	15
   479	HASHIM 	AL NAAFIYSH 	91 	15
   480	GENERAL PUBLIC 	TENDERNESS 	95 	15
   481	ART OF NOISE 	BEATBOX 	92 	15
   482	SPK 	JUNK FUNK 	94 	14
   483	CAROL KENYON 	DANCE WITH ME 	87 	14
   484	STEPHEN 'TIN TIN' DUFFY 	SHE MAKES ME QUIVER 	88 	13
   485	STATUS IV 	LOVIN' YOU 	93 	13
   486	SILENT RUNNING 	YOUNG HEARTS 	92 	13
   487	RED GUITARS 	STEEL TOWN 	91 	13
   488	KELLY MARIE 	BREAKOUT 	90 	13
   489	JUDIE TZUKE 	YOU 	92 	13
   490	STEVE PERRY 	OH SHERRIE 	89 	12
   491	LITA FORD 	GOTTA LET GO 	94 	12
   492	JINGLE BELLES 	CHRISTMAS SPECTRE {1984} 	93 	12
   493	FORCE MDS 	FORGIVE ME GIRL 	93 	12
   494	EDWIN STARR 	MARVIN 	89 	12
   495	B BIZ 	SUCKER FOR LOVE 	95 	12
   496	TRUTH 	EXCEPTION OF LOVE 	92 	11
   497	ICICLE WORKS 	HOLLOW HORSE 	91 	11
   498	HANOI ROCKS 	DON'T YOU EVER LEAVE ME 	92 	11
   499	FLOY JOY 	UNTIL YOU COME BACK TO ME 	91 	11
   500	EVELYN THOMAS 	HEARTLESS 	95 	11
   501	WINDJAMMER 	LIVE WITHOUT YOUR LOVE 	91 	10
   502	TONY JACKSON 	SUMMER GROOVE 	93 	10
   503	THOR 	LET THE BLOOD RUN RED 	91 	10
   504	STEWART COPELAND AND STAN RIDGWAY 	DON'T BOX ME IN 	91 	10
   505	RICK JAMES AND SMOKEY ROBINSON 	EBONY EYES 	96 	10
   506	QUIET RIOT 	BAD BOY 	91 	10
   507	PAULINE BLACK WITH SUNDAY BEST 	PIRATES ON THE AIRWAVES 	93 	10
   508	MIKE OLDFIELD 	TRICKS OF THE LIGHT 	91 	10
   509	KEITH AND DARRELL 	WORK THAT BODY 	93 	10
   510	BRUCE FOXTON 	SOS MY IMAGINATION 	91 	10
   511	ALABAMA 	FEELS SO RIGHT 	91 	10
   512	STEPHANIE MILLS 	IN MY LIFE 	92 	9
   513	SPIDER 	BREAKAWAY 	92 	9
   514	LATOYA JACKSON 	HOT POTATO 	92 	9
   515	FAD GADGET 	ONE MAN'S MEAT 	92 	9
   516	CUTTING EDGE 	DANCING WITH THE REBELS 	92 	9
   517	BOURGIE BOURGIE 	CARELESS 	96 	9
   518	BARCLAY JAMES HARVEST 	VICTIMS OF CIRCUMSTANCE 	92 	9
   519	ATCO 	IT CAN HAPPEN 	92 	9
   520	AGENTS AREN'T AEROPLANES 	THE UPSTROKE 	93 	9
   521	TWISTED SISTER 	I WANNA ROCK 	93 	8
   522	RALPH MACDONALD 	IN THE NAME OF LOVE 	95 	8
   523	MEAT LOAF 	RAZOR'S EDGE 	41 	8
   524	MATTHEW WILDER 	THE KID'S AMERICAN 	93 	8
   525	JIMMY CLIFF 	WE ALL ARE ONE 	93 	8
   526	FALL 	OH BROTHER 	93 	8
   527	BARRY GIBB 	SHINE SHINE 	95 	8
   528	KING HENRY'S CONSORT 	DANCERIE 	94 	7
   529	JACKSONS 	BODY 	94 	7
   530	FASHION 	YOU IN THE NIGHT 	94 	7
   531	ELBOW BONES AND THE RACKETEERS 	HAPPY BIRTHDAY BABY 	94 	7
   532	CHRISTINE LEWINS 	JUICY FRUIT 	96 	7
   533	BRYAN LOREN 	LOLLIPOP LUV 	97 	7
   534	BARBARA DICKSON 	KEEPING MY LOVE FOR YOU 	97 	7
   535	WEATHER GIRLS 	SUCCESS 	95 	6
   536	WATUSI BROTHERS 	BODYWORK 	95 	6
   537	ROD STEWART 	TROUBLE 	95 	6
   538	RICK SPRINGFIELD 	LOVE SOMEBODY 	95 	6
   539	LINDA CLIFFORD 	RUNAWAY LOVE 	95 	6
   540	KIMERA AND THE OPERAIDERS 	THE LOST OPERA 	95 	6
   541	JIMMY RUFFIN AND JACKSON MOORE 	I'M GONNA LOVE YOU FOREVER 	95 	6
   542	THOMAS LEER 	INTERNATIONAL 	96 	5
   543	TANGERINE DREAM 	WARSAW IN THE SUN 	96 	5
   544	SHEILA E 	THE GLAMOROUS LIFE 	96 	5
   545	QUESTIONS 	A MONTH OF SUNDAYS 	96 	5
   546	PATTI AUSTIN 	RHYTHM OF THE STREET 	96 	5
   547	MARK KING 	I FEEL FREE 	96 	5
   548	DAISY CHAIN 	NO TIME TO STOP BELIEVING 	97 	5
   549	CABARET VOLTAIRE 	SENSORIA 	96 	5
   550	BONNIE TYLER 	HOLDING OUT FOR A HERO 	96 	5
   551	YIP YIP COYOTE 	DREAM OF THE WEST 	97 	4
   552	TRUTH 	5 LIVE 	97 	4
   553	TRANS LUX 	BIG APPLE NOISE 	97 	4
   554	THREE DEGREES 	LIAR 	97 	4
   555	TECHNOS 	NIGHTTIME HEAVEN 	97 	4
   556	RE-FLEX 	COULDN'T STAND A DAY 	97 	4
   557	NEIL 	MY WHITE BICYCLE 	97 	4
   558	MATT BIANCO 	WHOSE SIDE ARE YOU ON 	83 	4
   559	LORDS OF THE NEW CHURCH 	M STYLE 	97 	4
   560	JUDAS PRIEST 	SOME HEADS ARE GONNA ROLL 	97 	4
   561	JB'S ALL STARS 	SIGN ON THE DOTTED LINE 	97 	4
   562	FORREST 	SHE'S SO DIVINE 	98 	4
   563	FARMER'S BOYS 	APPARENTLY 	98 	4
   564	CHRIS DE BURGH 	I LOVE THE NIGHT 	97 	4
   565	BLUE OYSTER CULT 	SHOOTING SHARK 	97 	4
   566	BLUE NILE 	STAY 	97 	4
   567	ROGER TAYLOR 	STRANGE FRONTIER 	98 	3
   568	RICHARD 'DIMPLES' FIELDS 	YOUR WIFE IS CHEATIN' ON US 	99 	3
   569	NEW MODEL ARMY 	THE PRICE 	98 	3
   570	MIAMI SOUND MACHINE 	PRISONER OF LOVE 	98 	3
   571	MARSEILLE 	WALKING ON A HIGHWIRE 	98 	3
   572	BONNIE TYLER 	HERE SHE COMES 	98 	3
   573	ALPHAVILLE 	FOREVER YOUNG 	98 	3
   574	XTC 	THIS WORLD OVER 	99 	2
   575	SNOWMAN ORIGINAL SOUNDTRACK 	WALKING IN THE AIR 	99 	2
   576	SMOKEY ROBINSON 	AND I DON'T LOVE YOU 	90 	2
   577	RONNIE MCNEIR 	COME BACK WITH ME 	99 	2
   578	RALPH MCTELL 	WINNERS 	99 	2
   579	RALPH MACDONALD 	UNIVERSAL RHYTHM 	99 	2
   580	INDIANS IN MOSCOW 	NAUGHTY MIRANDA 	99 	2
   581	FEELABEELIA 	FEEL IT 	99 	2
   582	FALL 	DRAYGOS GUILT 	99 	2
   583	DONNA SUMMER 	THERE GOES MY BABY 	99 	2
   584	DENNIS LAWSON 	ULTRA FANTASTICO 	99 	2
   585	ADX 	TOKYO 	99 	2
   586	SHILLELAGH SISTERS 	GIVE ME MY FREEDOM 	100 	1
   587	MEZZOFORTE 	SPRING FEVER 	100 	1
   588	LUTHER VANDROSS 	I'LL LET YOU SLIDE 	100 	1
   589	LAURA BRANIGAN 	TI AMO 	100 	1
   590	GETTING THE FEAR 	LAST SALUTE 	100 	1
   591	FIAT LUX 	HOUSE OF THORNS 	100 	1
   592	FALL 	CREEP 	91 	1
   593	ANNABEL LAMB 	THE FLAME 	92 	1
